SN,Actual IP Delay (ms),Predicted IP Delay (ms),Absolute Difference (ms)
7629,16.527891159057617,16.549923881711948,0.022032722654330428
7630,16.489028930664062,16.469262154316766,0.0197667763472964
7631,16.453981399536133,16.408199949552227,0.045781449983905986
7632,16.31617546081543,16.361285632342515,0.045110171527085186
7633,16.308069229125977,16.323475590326098,0.015406361200120955
7634,16.254901885986328,16.569072189327017,0.3141703033406884
7635,21.165132522583008,18.328605303850054,2.8365272187329538
7636,21.16990089416504,21.06451006648058,0.10539082768445951
7637,21.037817001342773,20.953766178990918,0.08405082235185546
7638,21.030902862548828,20.90989553653344,0.12100732601538766
7639,20.93696594238281,20.86519037356993,0.07177556881287828
7640,20.90096473693848,20.85276741308917,0.04819732384931186
7641,20.825862884521484,20.813766482660867,0.012096401860617334
7642,20.756959915161133,20.800500287805335,0.04354037264420185
7643,20.670175552368164,20.719897001981735,0.04972144961357117
7644,20.633935928344727,20.618295303393097,0.015640624951629434
7645,20.53689956665039,20.604672175068117,0.06777260841772659
7646,20.48182487487793,20.530689418592374,0.04886454371444415
7647,20.39790153503418,20.460759616526047,0.06285808149186778
7648,20.394086837768555,20.388304133120982,0.0057827046475722454
7649,20.261049270629883,20.34527437899669,0.08422510836680885
7650,20.26987075805664,20.258391745301196,0.011479012755444273
7651,20.20192146301269,20.214035137087194,0.012113674074502256
7652,21.255970001220703,20.161398007530806,1.0945719936898968
7653,20.14780044555664,20.571104006648966,0.42330356109232525
7654,20.07889747619629,20.26853368306547,0.18963620686918148
7655,19.974946975708008,20.07271461934579,0.09776764363778057
7656,19.93012428283692,20.01550907652927,0.08538479369234864
7657,19.81496810913086,19.97404681333137,0.1590787042005104
7658,19.758939743041992,19.870928566433577,0.11198882339158445
7659,19.689083099365234,19.774171778863092,0.08508867949785781
7660,19.6840763092041,19.692382736593572,0.008306427389470628
7661,19.52695846557617,19.635761358131276,0.10880289255510789
7662,19.53911781311035,19.55846062855926,0.019342815448908368
7663,19.46282386779785,19.48191532437704,0.01909145657918998
7664,19.427061080932617,19.422762567046448,0.0042985138861695305
7665,19.33813095092773,19.371236120605317,0.03310516967758659
7666,19.270896911621094,19.299259899980825,0.02836298835973139
7667,19.18196678161621,19.230827877890988,0.04886109627477708
7668,19.140005111694336,19.154902263835538,0.014897152141202241
7669,19.04916763305664,19.096620893378713,0.04745326032207231
